start_s,end_s,midi_or_hz,confidence
43.096,43.196,266.2,0.62
43.119,43.219,266.2,0.69
43.143,43.243,266.2,0.76
43.166,43.266,266.2,0.69
43.189,43.289,266.2,0.69
43.212,43.312,266.2,0.76
43.236,43.336,266.2,0.69
43.259,43.359,266.2,0.69
43.282,43.382,266.2,0.69
43.305,43.405,266.2,0.76
43.328,43.428,266.2,0.76
43.352,43.452,266.2,0.76
43.375,43.475,266.2,0.76
43.398,43.498,266.2,0.76
43.421,43.521,266.2,0.83
43.445,43.545,266.2,0.76
43.468,43.568,266.2,0.76
43.491,43.591,266.2,0.76
43.514,43.614,266.2,0.76
43.537,43.637,266.2,0.76
43.561,43.661,266.2,0.69
43.584,43.684,266.2,0.69
43.607,43.707,266.2,0.69
43.63,43.73,266.2,0.69
43.654,43.754,266.2,0.69
43.677,43.777,266.2,0.62
43.7,43.8,266.2,0.62
43.723,43.823,264.67,0.62
43.746,43.846,264.67,0.76
43.77,43.87,264.67,0.69
43.793,43.893,264.67,0.69
43.816,43.916,264.67,0.69
43.839,43.939,264.67,0.69
43.862,43.962,264.67,0.69
43.886,43.986,264.67,0.69
43.909,44.009,264.67,0.69
43.932,44.032,264.67,0.62
43.955,44.055,264.67,0.62
43.979,44.079,263.14,0.55
44.002,44.102,263.14,0.48
44.025,44.125,263.14,0.37
44.048,44.148,263.14,0.24
44.071,44.171,261.63,0.13
44.095,44.195,260.12,0.08
44.118,44.218,258.62,0.03
44.141,44.241,258.62,0.03
44.164,44.264,257.13,0.02
44.188,44.288,257.13,0.01
44.211,44.311,257.13,0.02
44.234,44.334,223.85,0.01
44.257,44.357,222.56,0.02
44.28,44.38,222.56,0.06
44.304,44.404,222.56,0.21
44.327,44.427,222.56,0.28
44.35,44.45,222.56,0.37
44.373,44.473,222.56,0.55
44.397,44.497,222.56,0.69
44.42,44.52,222.56,0.76
44.443,44.543,222.56,0.83
44.466,44.566,222.56,0.83
44.489,44.589,222.56,0.89
44.513,44.613,222.56,0.89
44.536,44.636,222.56,0.95
44.559,44.659,223.85,0.95
44.582,44.682,223.85,0.89
44.606,44.706,223.85,0.95
44.629,44.729,223.85,0.95
44.652,44.752,223.85,0.95
44.675,44.775,223.85,0.95
44.698,44.798,223.85,0.95
44.722,44.822,223.85,0.95
44.745,44.845,223.85,0.95
44.768,44.868,223.85,0.95
44.791,44.891,223.85,0.89
44.815,44.915,223.85,0.95
44.838,44.938,222.56,0.95
44.861,44.961,223.85,0.95
44.884,44.984,223.85,0.95
44.907,45.007,223.85,0.83
44.931,45.031,223.85,0.83
44.954,45.054,223.85,0.69
44.977,45.077,225.14,0.69
45.0,45.1,223.85,0.62
45.023,45.123,223.85,0.69
45.047,45.147,223.85,0.76
45.07,45.17,223.85,0.83
45.093,45.193,223.85,0.76
45.116,45.216,223.85,0.76
45.14,45.24,223.85,0.83
45.163,45.263,223.85,0.89
45.186,45.286,222.56,0.89
45.209,45.309,222.56,0.89
45.232,45.332,222.56,0.89
45.256,45.356,222.56,0.89
45.279,45.379,222.56,0.89
45.302,45.402,222.56,0.89
45.325,45.425,222.56,0.89
45.349,45.449,222.56,0.95
45.372,45.472,222.56,0.89
45.395,45.495,222.56,0.83
45.418,45.518,223.85,0.83
45.441,45.541,223.85,0.76
45.465,45.565,225.14,0.69
45.488,45.588,225.14,0.62
45.511,45.611,223.85,0.32
45.534,45.634,223.85,0.21
45.558,45.658,223.85,0.11
45.581,45.681,222.56,0.05
45.604,45.704,220.0,0.05
45.952,46.052,288.62,0.01
45.976,46.076,290.29,0.01
45.999,46.099,290.29,0.01
46.022,46.122,290.29,0.01
46.045,46.145,288.62,0.01
46.068,46.168,285.3,0.01
46.115,46.215,285.3,0.01
46.138,46.238,264.67,0.01
46.161,46.261,263.14,0.05
46.184,46.284,264.67,0.18
46.208,46.308,264.67,0.28
46.231,46.331,264.67,0.32
46.254,46.354,264.67,0.48
46.277,46.377,264.67,0.55
46.301,46.401,264.67,0.62
46.324,46.424,264.67,0.76
46.347,46.447,264.67,0.83
46.37,46.47,264.67,0.89
46.393,46.493,264.67,0.89
46.417,46.517,264.67,0.89
46.44,46.54,264.67,0.89
46.463,46.563,264.67,0.89
46.486,46.586,264.67,0.89
46.51,46.61,264.67,0.83
46.533,46.633,264.67,0.83
46.556,46.656,264.67,0.83
46.579,46.679,264.67,0.83
46.602,46.702,264.67,0.83
46.626,46.726,264.67,0.83
46.649,46.749,264.67,0.89
46.672,46.772,264.67,0.83
46.695,46.795,264.67,0.83
46.719,46.819,264.67,0.83
46.742,46.842,263.14,0.83
46.765,46.865,263.14,0.83
46.788,46.888,263.14,0.76
46.811,46.911,263.14,0.69
46.835,46.935,263.14,0.15
46.858,46.958,263.14,0.09
46.881,46.981,261.63,0.02
46.904,47.004,261.63,0.01
46.928,47.028,293.66,0.01
46.951,47.051,293.66,0.01
46.974,47.074,295.37,0.02
46.997,47.097,295.37,0.03
47.02,47.12,295.37,0.05
47.044,47.144,295.37,0.08
47.067,47.167,295.37,0.07
47.09,47.19,295.37,0.08
47.113,47.213,295.37,0.08
47.137,47.237,295.37,0.06
47.16,47.26,295.37,0.07
47.183,47.283,295.37,0.06
47.206,47.306,295.37,0.06
47.229,47.329,295.37,0.05
47.253,47.353,295.37,0.06
47.276,47.376,295.37,0.07
47.299,47.399,295.37,0.08
47.322,47.422,295.37,0.13
47.345,47.445,295.37,0.13
47.369,47.469,295.37,0.15
47.392,47.492,295.37,0.21
47.415,47.515,295.37,0.24
47.438,47.538,295.37,0.21
47.462,47.562,295.37,0.24
47.485,47.585,295.37,0.24
47.508,47.608,295.37,0.24
47.531,47.631,295.37,0.28
47.554,47.654,295.37,0.32
47.578,47.678,295.37,0.32
47.601,47.701,295.37,0.37
47.624,47.724,295.37,0.37
47.647,47.747,295.37,0.43
47.671,47.771,295.37,0.48
47.694,47.794,295.37,0.48
47.717,47.817,295.37,0.48
47.74,47.84,295.37,0.62
47.763,47.863,295.37,0.55
47.787,47.887,295.37,0.55
47.81,47.91,297.08,0.62
47.833,47.933,297.08,0.62
47.856,47.956,297.08,0.62
47.88,47.98,297.08,0.37
47.903,48.003,297.08,0.24
47.926,48.026,297.08,0.15
47.949,48.049,297.08,0.09
47.972,48.072,295.37,0.05
47.996,48.096,295.37,0.01
48.019,48.119,295.37,0.01
48.042,48.142,295.37,0.02
48.065,48.165,297.08,0.05
48.089,48.189,297.08,0.09
48.112,48.212,297.08,0.09
48.135,48.235,297.08,0.11
48.158,48.258,297.08,0.13
48.181,48.281,297.08,0.21
48.205,48.305,297.08,0.24
48.228,48.328,297.08,0.15
48.251,48.351,295.37,0.13
48.274,48.374,295.37,0.08
48.298,48.398,293.66,0.09
48.321,48.421,290.29,0.08
48.344,48.444,288.62,0.06
48.367,48.467,285.3,0.04
48.39,48.49,280.4,0.03
48.414,48.514,275.59,0.04
48.437,48.537,272.42,0.07
48.46,48.56,267.74,0.06
48.483,48.583,267.74,0.06
48.506,48.606,266.2,0.02
48.53,48.63,264.67,0.11
48.553,48.653,264.67,0.24
48.576,48.676,264.67,0.43
48.599,48.699,264.67,0.43
48.623,48.723,264.67,0.55
48.646,48.746,264.67,0.62
48.669,48.769,264.67,0.69
48.692,48.792,264.67,0.83
48.715,48.815,264.67,0.83
48.739,48.839,264.67,0.83
48.762,48.862,264.67,0.89
48.785,48.885,264.67,0.89
48.808,48.908,264.67,0.89
48.832,48.932,264.67,0.83
48.855,48.955,264.67,0.83
48.878,48.978,264.67,0.83
48.901,49.001,264.67,0.76
48.924,49.024,263.14,0.83
48.948,49.048,264.67,0.76
48.971,49.071,264.67,0.69
48.994,49.094,264.67,0.55
49.017,49.117,264.67,0.43
49.041,49.141,266.2,0.24
49.064,49.164,266.2,0.18
49.087,49.187,269.29,0.05
49.11,49.21,270.85,0.02
49.133,49.233,272.42,0.01
49.157,49.257,275.59,0.01
49.18,49.28,275.59,0.01
49.226,49.326,351.25,0.01
49.25,49.35,351.25,0.01
49.273,49.373,351.25,0.02
49.296,49.396,351.25,0.08
49.319,49.419,351.25,0.24
49.342,49.442,351.25,0.37
49.366,49.466,351.25,0.48
49.389,49.489,351.25,0.69
49.412,49.512,351.25,0.83
49.435,49.535,351.25,0.83
49.459,49.559,351.25,0.89
49.482,49.582,351.25,0.89
49.505,49.605,351.25,0.89
49.528,49.628,351.25,0.95
49.551,49.651,351.25,0.95
49.575,49.675,351.25,0.89
49.598,49.698,351.25,0.89
49.621,49.721,351.25,0.89
49.644,49.744,353.29,0.89
49.667,49.767,353.29,0.89
49.691,49.791,353.29,0.89
49.714,49.814,353.29,0.89
49.737,49.837,353.29,0.89
49.76,49.86,353.29,0.83
49.784,49.884,353.29,0.83
49.807,49.907,353.29,0.76
49.83,49.93,353.29,0.76
49.853,49.953,353.29,0.76
49.876,49.976,353.29,0.69
49.9,50.0,353.29,0.69
49.923,50.023,353.29,0.62
49.946,50.046,353.29,0.62
49.969,50.069,353.29,0.55
49.993,50.093,353.29,0.55
50.016,50.116,353.29,0.43
50.039,50.139,353.29,0.43
50.062,50.162,353.29,0.43
50.085,50.185,353.29,0.37
50.109,50.209,353.29,0.43
50.132,50.232,353.29,0.43
50.155,50.255,353.29,0.43
50.178,50.278,353.29,0.37
50.202,50.302,353.29,0.43
50.225,50.325,353.29,0.32
50.248,50.348,353.29,0.32
50.271,50.371,353.29,0.28
50.294,50.394,353.29,0.32
50.318,50.418,353.29,0.32
50.341,50.441,353.29,0.28
50.364,50.464,353.29,0.24
50.387,50.487,353.29,0.15
50.411,50.511,353.29,0.03
50.434,50.534,353.29,0.02
50.457,50.557,353.29,0.07
50.48,50.58,355.33,0.18
50.503,50.603,353.29,0.32
50.527,50.627,353.29,0.48
50.55,50.65,353.29,0.55
50.573,50.673,353.29,0.69
50.596,50.696,353.29,0.76
50.62,50.72,353.29,0.89
50.643,50.743,353.29,0.89
50.666,50.766,353.29,0.89
50.689,50.789,353.29,0.89
50.712,50.812,353.29,0.83
50.736,50.836,353.29,0.83
50.759,50.859,353.29,0.83
50.782,50.882,353.29,0.76
50.805,50.905,353.29,0.76
50.828,50.928,353.29,0.76
50.852,50.952,353.29,0.69
50.875,50.975,353.29,0.69
50.898,50.998,353.29,0.69
50.921,51.021,353.29,0.69
50.945,51.045,353.29,0.69
50.968,51.068,353.29,0.69
50.991,51.091,353.29,0.69
51.014,51.114,353.29,0.62
51.037,51.137,353.29,0.62
51.061,51.161,353.29,0.62
51.084,51.184,353.29,0.62
51.107,51.207,353.29,0.55
51.13,51.23,353.29,0.62
51.154,51.254,353.29,0.55
51.177,51.277,353.29,0.55
51.2,51.3,353.29,0.48
51.223,51.323,353.29,0.48
51.246,51.346,353.29,0.37
51.27,51.37,353.29,0.28
51.293,51.393,353.29,0.15
51.316,51.416,353.29,0.11
51.339,51.439,351.25,0.08
51.363,51.463,351.25,0.06
51.386,51.486,351.25,0.02
51.409,51.509,351.25,0.01
51.432,51.532,351.25,0.01
51.455,51.555,351.25,0.01
51.479,51.579,351.25,0.01
51.502,51.602,351.25,0.01
51.711,51.811,293.66,0.01
51.734,51.834,295.37,0.01
51.757,51.857,297.08,0.02
51.78,51.88,297.08,0.03
51.804,51.904,297.08,0.08
51.827,51.927,297.08,0.11
51.85,51.95,297.08,0.13
51.873,51.973,297.08,0.18
51.897,51.997,297.08,0.28
51.92,52.02,297.08,0.37
51.943,52.043,297.08,0.43
51.966,52.066,297.08,0.43
51.989,52.089,297.08,0.48
52.013,52.113,297.08,0.43
52.036,52.136,297.08,0.43
52.059,52.159,295.37,0.37
52.082,52.182,295.37,0.37
52.106,52.206,295.37,0.37
52.129,52.229,295.37,0.32
52.152,52.252,295.37,0.32
52.175,52.275,295.37,0.28
52.198,52.298,295.37,0.21
52.222,52.322,293.66,0.13
52.245,52.345,293.66,0.07
52.268,52.368,293.66,0.03
52.291,52.391,295.37,0.01
52.315,52.415,297.08,0.01
52.338,52.438,297.08,0.01
52.361,52.461,298.8,0.01
52.384,52.484,298.8,0.01
52.477,52.577,221.27,0.01
52.5,52.6,221.27,0.01
52.524,52.624,221.27,0.01
52.547,52.647,221.27,0.02
52.57,52.67,221.27,0.06
52.593,52.693,221.27,0.11
52.616,52.716,221.27,0.15
52.64,52.74,221.27,0.28
52.663,52.763,221.27,0.32
52.686,52.786,222.56,0.24
52.709,52.809,222.56,0.13
52.733,52.833,222.56,0.03
52.756,52.856,223.85,0.01
52.779,52.879,227.76,0.01
52.802,52.902,231.74,0.01
52.825,52.925,231.74,0.01
52.849,52.949,233.08,0.01
53.986,54.086,394.27,0.01
54.01,54.11,394.27,0.02
54.033,54.133,394.27,0.04
54.056,54.156,396.55,0.15
54.079,54.179,396.55,0.28
54.102,54.202,396.55,0.48
54.126,54.226,396.55,0.48
54.149,54.249,396.55,0.48
54.172,54.272,396.55,0.62
54.195,54.295,396.55,0.62
54.219,54.319,398.85,0.62
54.242,54.342,398.85,0.62
54.265,54.365,398.85,0.69
54.288,54.388,398.85,0.69
54.311,54.411,398.85,0.76
54.335,54.435,398.85,0.69
54.358,54.458,398.85,0.76
54.381,54.481,398.85,0.76
54.404,54.504,398.85,0.76
54.428,54.528,398.85,0.83
54.451,54.551,398.85,0.83
54.474,54.574,398.85,0.83
54.497,54.597,398.85,0.83
54.52,54.62,398.85,0.83
54.544,54.644,398.85,0.83
54.567,54.667,398.85,0.83
54.59,54.69,398.85,0.83
54.613,54.713,398.85,0.76
54.637,54.737,398.85,0.76
54.66,54.76,398.85,0.83
54.683,54.783,398.85,0.76
54.706,54.806,398.85,0.83
54.729,54.829,398.85,0.76
54.753,54.853,398.85,0.76
54.776,54.876,398.85,0.76
54.799,54.899,398.85,0.76
54.822,54.922,398.85,0.62
54.846,54.946,396.55,0.55
54.869,54.969,396.55,0.37
54.892,54.992,396.55,0.21
54.915,55.015,396.55,0.08
54.938,55.038,394.27,0.01
54.962,55.062,394.27,0.01
55.147,55.247,327.73,0.01
55.171,55.271,327.73,0.01
55.194,55.294,331.54,0.01
55.217,55.317,335.39,0.01
55.24,55.34,337.33,0.01
55.263,55.363,345.22,0.01
55.287,55.387,347.22,0.02
55.31,55.41,349.23,0.04
55.333,55.433,351.25,0.18
55.356,55.456,351.25,0.37
55.38,55.48,351.25,0.43
55.403,55.503,351.25,0.55
55.426,55.526,351.25,0.69
55.449,55.549,351.25,0.69
55.472,55.572,351.25,0.76
55.496,55.596,351.25,0.76
55.519,55.619,351.25,0.76
55.542,55.642,351.25,0.76
55.565,55.665,351.25,0.83
55.589,55.689,351.25,0.76
55.612,55.712,351.25,0.76
55.635,55.735,351.25,0.37
55.658,55.758,351.25,0.21
55.681,55.781,351.25,0.21
55.705,55.805,353.29,0.24
55.728,55.828,353.29,0.28
55.751,55.851,353.29,0.37
55.774,55.874,353.29,0.48
55.798,55.898,353.29,0.55
55.821,55.921,353.29,0.76
55.844,55.944,353.29,0.83
55.867,55.967,353.29,0.83
55.89,55.99,353.29,0.83
55.914,56.014,353.29,0.83
55.937,56.037,353.29,0.83
55.96,56.06,353.29,0.83
55.983,56.083,353.29,0.83
56.007,56.107,353.29,0.76
56.03,56.13,353.29,0.76
56.053,56.153,353.29,0.76
56.076,56.176,353.29,0.76
56.099,56.199,353.29,0.76
56.123,56.223,353.29,0.69
56.146,56.246,353.29,0.55
56.169,56.269,353.29,0.43
56.192,56.292,351.25,0.32
56.216,56.316,351.25,0.15
56.239,56.339,351.25,0.08
56.262,56.362,349.23,0.04
56.285,56.385,347.22,0.01
56.308,56.408,343.23,0.01
56.332,56.432,297.08,0.01
56.355,56.455,297.08,0.01
56.378,56.478,297.08,0.02
56.401,56.501,297.08,0.03
56.424,56.524,297.08,0.04
56.448,56.548,297.08,0.08
56.471,56.571,297.08,0.13
56.494,56.594,297.08,0.15
56.517,56.617,297.08,0.13
56.541,56.641,297.08,0.13
56.564,56.664,295.37,0.15
56.587,56.687,295.37,0.18
56.61,56.71,295.37,0.18
56.633,56.733,295.37,0.18
56.657,56.757,295.37,0.24
56.68,56.78,295.37,0.24
56.703,56.803,295.37,0.24
56.726,56.826,295.37,0.24
56.75,56.85,295.37,0.21
56.773,56.873,293.66,0.21
56.796,56.896,293.66,0.09
56.819,56.919,293.66,0.07
56.842,56.942,295.37,0.02
56.866,56.966,295.37,0.01
56.959,57.059,349.23,0.01
56.982,57.082,351.25,0.01
57.005,57.105,351.25,0.02
57.028,57.128,351.25,0.07
57.051,57.151,351.25,0.18
57.075,57.175,351.25,0.28
57.098,57.198,351.25,0.37
57.121,57.221,351.25,0.55
57.144,57.244,351.25,0.69
57.168,57.268,351.25,0.76
57.191,57.291,351.25,0.76
57.214,57.314,351.25,0.83
57.237,57.337,351.25,0.89
57.26,57.36,351.25,0.89
57.284,57.384,351.25,0.89
57.307,57.407,351.25,0.89
57.33,57.43,351.25,0.89
57.353,57.453,351.25,0.89
57.377,57.477,351.25,0.89
57.4,57.5,351.25,0.83
57.423,57.523,351.25,0.76
57.446,57.546,351.25,0.69
57.469,57.569,351.25,0.55
57.493,57.593,351.25,0.32
57.516,57.616,349.23,0.09
57.539,57.639,347.22,0.02
57.585,57.685,297.08,0.01
57.609,57.709,297.08,0.01
57.632,57.732,297.08,0.03
57.655,57.755,297.08,0.08
57.678,57.778,297.08,0.13
57.702,57.802,297.08,0.15
57.725,57.825,297.08,0.21
57.748,57.848,297.08,0.32
57.771,57.871,297.08,0.48
57.794,57.894,297.08,0.55
57.818,57.918,297.08,0.55
57.841,57.941,298.8,0.55
57.864,57.964,298.8,0.62
57.887,57.987,297.08,0.76
57.911,58.011,297.08,0.83
57.934,58.034,297.08,0.83
57.957,58.057,297.08,0.76
57.98,58.08,297.08,0.76
58.003,58.103,297.08,0.69
58.027,58.127,297.08,0.62
58.05,58.15,295.37,0.62
58.073,58.173,295.37,0.55
58.096,58.196,295.37,0.55
58.12,58.22,295.37,0.62
58.143,58.243,295.37,0.55
58.166,58.266,295.37,0.55
58.189,58.289,295.37,0.62
58.212,58.312,295.37,0.55
58.236,58.336,295.37,0.62
58.259,58.359,295.37,0.62
58.282,58.382,295.37,0.62
58.305,58.405,295.37,0.62
58.329,58.429,295.37,0.69
58.352,58.452,295.37,0.62
58.375,58.475,295.37,0.61
58.398,58.498,295.37,0.61
58.421,58.521,295.37,0.61
58.445,58.545,295.37,0.61
58.468,58.568,295.37,0.67
58.491,58.591,295.37,0.67
58.514,58.614,295.37,0.67
58.538,58.638,295.37,0.67
58.561,58.661,295.37,0.67
58.584,58.684,295.37,0.67
58.607,58.707,295.37,0.67
58.63,58.73,295.37,0.67
58.654,58.754,295.37,0.6
58.677,58.777,295.37,0.6
58.7,58.8,295.37,0.61
58.723,58.823,295.37,0.68
58.746,58.846,295.37,0.42
58.77,58.87,295.37,0.37
58.793,58.893,295.37,0.24
58.816,58.916,295.37,0.13
58.839,58.939,295.37,0.04
58.863,58.963,295.37,0.02
58.886,58.986,295.37,0.02
58.909,59.009,295.37,0.02
58.932,59.032,295.37,0.05
58.955,59.055,295.37,0.08
58.979,59.079,295.37,0.09
59.002,59.102,295.37,0.13
59.025,59.125,295.37,0.28
59.048,59.148,295.37,0.32
59.072,59.172,295.37,0.32
59.095,59.195,295.37,0.32
59.118,59.218,295.37,0.28
59.141,59.241,295.37,0.28
59.164,59.264,295.37,0.24
59.188,59.288,295.37,0.24
59.211,59.311,295.37,0.28
59.234,59.334,295.37,0.28
59.257,59.357,295.37,0.21
59.281,59.381,293.66,0.18
59.304,59.404,291.97,0.18
59.327,59.427,290.29,0.15
59.35,59.45,290.29,0.09
59.373,59.473,288.62,0.05
59.397,59.497,285.3,0.03
59.42,59.52,280.4,0.02
59.443,59.543,280.4,0.02
59.466,59.566,278.79,0.02
59.49,59.59,277.18,0.01
59.513,59.613,266.2,0.01
59.536,59.636,264.67,0.06
59.559,59.659,264.67,0.15
59.582,59.682,264.67,0.32
59.606,59.706,264.67,0.37
59.629,59.729,264.67,0.48
59.652,59.752,264.67,0.55
59.675,59.775,264.67,0.69
59.699,59.799,264.67,0.83
59.722,59.822,264.67,0.89
59.745,59.845,264.67,0.89
59.768,59.868,264.67,0.89
59.791,59.891,264.67,0.89
59.815,59.915,264.67,0.89
59.838,59.938,264.67,0.89
59.861,59.961,264.67,0.83
59.884,59.984,264.67,0.76
59.907,60.007,263.14,0.76
59.931,60.031,263.14,0.69
59.954,60.054,261.63,0.55
59.977,60.077,260.12,0.48
60.0,60.1,254.18,0.48
60.024,60.124,251.26,0.55
60.047,60.147,249.81,0.48
60.07,60.17,248.37,0.43
60.093,60.193,244.11,0.43
60.116,60.216,242.7,0.37
60.14,60.24,239.91,0.06
60.163,60.263,223.85,0.03
60.186,60.286,223.85,0.11
60.209,60.309,223.85,0.28
60.233,60.333,223.85,0.43
60.256,60.356,223.85,0.62
60.279,60.379,223.85,0.62
60.302,60.402,223.85,0.76
60.325,60.425,223.85,0.76
60.349,60.449,223.85,0.83
60.372,60.472,223.85,0.89
60.395,60.495,223.85,0.89
60.418,60.518,223.85,0.89
60.442,60.542,223.85,0.89
60.465,60.565,225.14,0.89
60.488,60.588,225.14,0.95
60.511,60.611,225.14,0.95
60.534,60.634,225.14,0.95
60.558,60.658,225.14,0.95
60.581,60.681,225.14,0.95
60.604,60.704,225.14,0.95
60.627,60.727,223.85,0.89
60.651,60.751,223.85,0.83
60.674,60.774,223.85,0.76
60.697,60.797,223.85,0.83
60.72,60.82,223.85,0.83
60.743,60.843,223.85,0.55
60.767,60.867,223.85,0.48
60.79,60.89,225.14,0.48
60.813,60.913,229.08,0.55
60.836,60.936,233.08,0.32
60.86,60.96,235.79,0.32
60.883,60.983,238.53,0.15
60.906,61.006,239.91,0.18
60.929,61.029,245.52,0.15
60.952,61.052,249.81,0.09
60.976,61.076,255.65,0.06
60.999,61.099,257.13,0.07
61.022,61.122,258.62,0.07
61.045,61.145,258.62,0.08
61.068,61.168,258.62,0.09
61.092,61.192,260.12,0.08
61.115,61.215,260.12,0.13
61.138,61.238,261.63,0.09
61.161,61.261,261.63,0.13
61.185,61.285,263.14,0.11
61.208,61.308,261.63,0.18
61.231,61.331,264.67,0.18
61.254,61.354,264.67,0.28
61.277,61.377,266.2,0.32
61.301,61.401,266.2,0.43
61.324,61.424,266.2,0.48
61.347,61.447,266.2,0.43
61.37,61.47,264.67,0.43
61.394,61.494,264.67,0.37
61.417,61.517,264.67,0.37
61.44,61.54,264.67,0.28
61.463,61.563,263.14,0.24
61.486,61.586,263.14,0.18
61.51,61.61,263.14,0.15
61.533,61.633,263.14,0.06
61.556,61.656,261.63,0.04
61.579,61.679,261.63,0.02
61.603,61.703,263.14,0.01
61.626,61.726,293.66,0.01
61.649,61.749,293.66,0.02
61.672,61.772,295.37,0.05
61.695,61.795,295.37,0.09
61.719,61.819,295.37,0.13
61.742,61.842,295.37,0.18
61.765,61.865,295.37,0.21
61.788,61.888,297.08,0.28
61.812,61.912,297.08,0.32
61.835,61.935,297.08,0.37
61.858,61.958,297.08,0.48
61.881,61.981,298.8,0.48
61.904,62.004,297.08,0.55
61.928,62.028,297.08,0.62
61.951,62.051,297.08,0.62
61.974,62.074,297.08,0.55
61.997,62.097,297.08,0.43
62.02,62.12,295.37,0.43
62.044,62.144,295.37,0.48
62.067,62.167,295.37,0.48
62.09,62.19,295.37,0.37
62.113,62.213,295.37,0.32
62.137,62.237,295.37,0.24
62.16,62.26,295.37,0.18
62.183,62.283,295.37,0.11
62.206,62.306,297.08,0.01
62.276,62.376,351.25,0.02
62.299,62.399,351.25,0.11
62.322,62.422,351.25,0.21
62.346,62.446,351.25,0.32
62.369,62.469,351.25,0.43
62.392,62.492,351.25,0.62
62.415,62.515,353.29,0.69
62.438,62.538,353.29,0.76
62.462,62.562,353.29,0.76
62.485,62.585,353.29,0.69
62.508,62.608,353.29,0.69
62.531,62.631,353.29,0.62
62.555,62.655,353.29,0.48
62.578,62.678,351.25,0.43
62.601,62.701,351.25,0.28
62.624,62.724,349.23,0.18
62.647,62.747,349.23,0.06
62.671,62.771,347.22,0.02
62.694,62.794,349.23,0.01
62.717,62.817,349.23,0.01
62.74,62.84,349.23,0.01
62.764,62.864,349.23,0.01
62.833,62.933,295.37,0.01
62.856,62.956,295.37,0.01
62.88,62.98,297.08,0.01
62.903,63.003,297.08,0.03
62.926,63.026,297.08,0.06
62.949,63.049,297.08,0.08
62.973,63.073,297.08,0.09
62.996,63.096,297.08,0.15
63.019,63.119,297.08,0.21
63.042,63.142,297.08,0.28
63.065,63.165,297.08,0.24
63.089,63.189,297.08,0.21
63.112,63.212,297.08,0.21
63.135,63.235,297.08,0.15
63.158,63.258,297.08,0.21
63.181,63.281,297.08,0.24
63.205,63.305,295.37,0.24
63.228,63.328,295.37,0.21
63.251,63.351,295.37,0.24
63.274,63.374,293.66,0.15
63.298,63.398,291.97,0.15
63.321,63.421,291.97,0.13
63.344,63.444,288.62,0.07
63.367,63.467,288.62,0.03
63.39,63.49,286.96,0.02
63.414,63.514,286.96,0.01
63.437,63.537,285.3,0.01
63.46,63.56,264.67,0.01
63.483,63.583,264.67,0.07
63.507,63.607,264.67,0.13
63.53,63.63,264.67,0.32
63.553,63.653,264.67,0.37
63.576,63.676,264.67,0.55
63.599,63.699,264.67,0.62
63.623,63.723,264.67,0.69
63.646,63.746,264.67,0.83
63.669,63.769,264.67,0.89
63.692,63.792,264.67,0.83
63.716,63.816,263.14,0.89
63.739,63.839,263.14,0.89
63.762,63.862,263.14,0.89
63.785,63.885,263.14,0.89
63.808,63.908,263.14,0.89
63.832,63.932,263.14,0.89
63.855,63.955,263.14,0.89
63.878,63.978,263.14,0.95
63.901,64.001,263.14,0.89
63.925,64.025,263.14,0.89
63.948,64.048,263.14,0.83
63.971,64.071,263.14,0.76
63.994,64.094,263.14,0.69
64.017,64.117,263.14,0.55
64.041,64.141,264.67,0.48
64.064,64.164,266.2,0.37
64.087,64.187,266.2,0.03
64.11,64.21,263.14,0.02
64.134,64.234,293.66,0.01
64.157,64.257,295.37,0.02
64.18,64.28,295.37,0.03
64.203,64.303,295.37,0.05
64.226,64.326,297.08,0.06
64.25,64.35,297.08,0.07
64.273,64.373,297.08,0.18
64.296,64.396,297.08,0.28
64.319,64.419,298.8,0.28
64.342,64.442,298.8,0.32
64.366,64.466,298.8,0.32
64.389,64.489,298.8,0.37
64.412,64.512,298.8,0.32
64.435,64.535,298.8,0.32
64.459,64.559,297.08,0.21
64.482,64.582,297.08,0.13
64.505,64.605,295.37,0.09
64.528,64.628,291.97,0.07
64.551,64.651,285.3,0.05
64.575,64.675,280.4,0.07
64.598,64.698,277.18,0.07
64.621,64.721,275.59,0.08
64.644,64.744,274.0,0.11
64.668,64.768,272.42,0.15
64.691,64.791,269.29,0.18
64.714,64.814,267.74,0.24
64.737,64.837,266.2,0.37
64.76,64.86,266.2,0.48
64.784,64.884,266.2,0.55
64.807,64.907,266.2,0.48
64.83,64.93,266.2,0.55
64.853,64.953,266.2,0.55
64.877,64.977,266.2,0.62
64.9,65.0,266.2,0.55
64.923,65.023,266.2,0.62
64.946,65.046,267.74,0.55
64.969,65.069,266.2,0.62
64.993,65.093,266.2,0.48
65.016,65.116,266.2,0.48
65.039,65.139,266.2,0.48
65.062,65.162,266.2,0.37
65.086,65.186,266.2,0.43
65.109,65.209,266.2,0.43
65.132,65.232,266.2,0.43
65.155,65.255,266.2,0.37
65.178,65.278,266.2,0.37
65.202,65.302,264.67,0.37
65.225,65.325,264.67,0.37
65.248,65.348,264.67,0.37
65.271,65.371,264.67,0.24
65.295,65.395,261.63,0.21
65.318,65.418,260.12,0.13
65.341,65.441,257.13,0.15
65.364,65.464,254.18,0.15
65.387,65.487,248.37,0.21
65.411,65.511,245.52,0.24
65.434,65.534,244.11,0.24
